3.00, 4, 0.0, 0.0, 0.0, 158, 78, 80
6.01, 4, 0.0, 0.0, 0.0, 155, 80, 75
9.01, 4, 0.0, 0.0, 0.0, 156, 76, 80
12.02, 4, 0.0, 0.0, 0.0, 157, 76, 81
15.02, 4, 0.0, 0.0, 0.0, 150, 76, 74
18.04, 4, 0.0, 0.2, 0.2, 16, 8, 8
21.08, 4, 0.0, 0.2, 0.2, 16, 8, 8
24.11, 4, 0.0, 0.2, 0.2, 16, 8, 8
27.15, 4, 0.0, 0.2, 0.2, 17, 8, 9
30.17, 4, 0.0, 0.2, 0.2, 16, 8, 8
33.21, 4, 0.0, 0.4, 0.4, 10, 5, 5
36.24, 4, 0.0, 0.4, 0.4, 10, 5, 5
39.27, 4, 0.0, 0.4, 0.4, 10, 5, 5
42.30, 4, 0.0, 0.4, 0.4, 10, 5, 5
45.31, 4, 0.0, 0.4, 0.4, 10, 5, 5
48.35, 4, 0.0, 0.5, 0.5, 8, 4, 4
51.37, 4, 0.0, 0.5, 0.5, 8, 4, 4
54.42, 4, 0.0, 0.5, 0.5, 8, 4, 4
57.52, 4, 0.0, 0.5, 0.5, 8, 4, 4
60.55, 4, 0.0, 0.5, 0.5, 8, 4, 4
63.62, 4, 0.0, 0.6, 0.6, 7, 4, 3
66.67, 4, 0.0, 0.6, 0.6, 7, 4, 3
